RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,31,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,32,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,33,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,34,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,35,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,36,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,37,551
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,38,546
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,39,543
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,40,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,41,544
MAURITANIE,MAURITANIE,NOUAKCHOTT,NOUAKCHOTT,42,555
MAURITANIE,MAURITANIE,ROSSO MAURITANIE,ROSSO MAURITANIE,01,334
TOGO,TOGO,TOGO,LOME,01,355
TOGO,TOGO,TOGO,LOME,02,354
NIGERIA,NIGERIA,ABUJA,ABUJA,01,334
NIGERIA,NIGERIA,ABUJA,IBADAN,01,78
NIGERIA,NIGERIA,ABUJA,KANO,01,27
NIGERIA,NIGERIA,ABUJA,LAGOS,01,151
PAYS - BAS,DANEMARK,COPENHAGUE,COPENHAGUE,01,21
PAYS - BAS,FINLANDE,HELSINKI,HELSINKI,01,65
PAYS - BAS,NORVEGE,OSLO,OSLO,01,45
PAYS - BAS,PAYS BAS,AMSTERDAM,AMSTERDAM,01,503
PAYS - BAS,SUEDE,STOCKHOLM,STOCKHOLM,01,180
PORTUGAL,PORTUGAL,LISBONNE,LISBONNE,01,539
PORTUGAL,PORTUGAL,LISBONNE,LISBONNE,02,539
PORTUGAL,PORTUGAL,LISBONNE,PORTIMAO,01,124
PORTUGAL,PORTUGAL,LISBONNE,PORTO,01,125
REPUBL. DEMOCRATIQ,ANGOLA,LUANDA,LUANDA,01,543
REPUBL. DEMOCRATIQ,REP. DEM. CONGO,KINSHASA,KINSHASA,01,375
REPUBL. DEMOCRATIQ,REP. DEM. CONGO,KINSHASA,LUBUMBASHI,01,42
REPUBL. DEMOCRATIQ,ZAMBIE,KITWE,KITWE,01,302
REPUBL. DEMOCRATIQ,ZAMBIE,KITWE,LUSAKA,01,87
SUISSE,SUISSE,BALE,BALE,01,70
SUISSE,SUISSE,BALE,GENEVE,01,531
SUISSE,SUISSE,BALE,GENEVE,02,70
SUISSE,SUISSE,BALE,LAUSANNE,01,134
SUISSE,SUISSE,BALE,NEUCHATEL,01,147
SUISSE,SUISSE,BALE,ZURICH,01,79
TOGO,BENIN,COTONOU,COTONOU,01,507
TOGO,BENIN,COTONOU,COTONOU,02,508
TOGO,TOGO,LOME,LOME,01,355
TOGO,TOGO,LOME,LOME,02,354
TUNISIE,TUNISIE,TUNIS,AMBASSADE SENEGAL TUNIS,01,421
TURQUIE,TURQUIE,ANKARA,ANKARA,01,252
TURQUIE,TURQUIE,ANKARA,ISTANBUL,01,538
TURQUIE,TURQUIE,ANKARA,ISTANBUL,02,537
TURQUIE,TURQUIE,ANKARA,ISTANBUL,03,537
