RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
CANADA,CANADA,EDMONTON,EDMONTON,01,230
CANADA,CANADA,EDMONTON,MONTREAL,01,568
CANADA,CANADA,EDMONTON,MONTREAL,02,559
CANADA,CANADA,EDMONTON,MONTREAL,03,568
CANADA,CANADA,EDMONTON,MONTREAL,04,559
CANADA,CANADA,EDMONTON,MONTREAL,05,433
CANADA,CANADA,EDMONTON,MONTREAL,06,432
CANADA,CANADA,EDMONTON,OTTAWA,01,440
CANADA,CANADA,EDMONTON,OTTAWA,02,192
CANADA,CANADA,EDMONTON,QUEBEC,01,510
CANADA,CANADA,EDMONTON,QUEBEC,02,306
CANADA,CANADA,EDMONTON,TORONTO,01,147
CANADA,CANADA,EDMONTON,WINNIPEG,01,180
