RepDiplomatique,Pays,Localite,LieuDeVote,NumeroBureau,Electeurs
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,KOUMASSI,03,512
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,LOKODJORO,01,157
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,MARCORY,01,427
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,MARCORY,02,427
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,MARCORY,03,427
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,NDOUCI,01,15
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,PLATEAU,01,418
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,PLATEAU,02,418
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,PORT BOUET,01,456
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,PORT BOUET,02,455
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TREICHVILLE,01,535
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TREICHVILLE,02,532
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TREICHVILLE,03,535
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TREICHVILLE,04,543
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TREICHVILLE,05,513
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TREICHVILLE,06,424
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,YOPOUGON,01,391
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,YOPOUGON,02,391
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,AGBOVILLE,01,136
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,BONDOUKOU,01,64
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,TANDA,01,17
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,BEOUMI,01,91
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,BOUAKE,01,466
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,BOUAKE,02,467
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,KATIOLA,01,54
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,BOUAFLE,01,181
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,DALOA,01,314
COTE D'IVOIRE,COTE D'IVOIRE,ABIDJAN,ISSIA,01,85
