Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
KAFFRINE,MALEM HODAR,DAROU MINAM,DAROU MINAME 2,01,517,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,DAROU MINAM,DAROU MINAME 2,02,517,ECOLE SALLE 2
KAFFRINE,MALEM HODAR,DAROU MINAM,DAROU MINAME 2,03,516,ECOLE SALLE 3
KAFFRINE,MALEM HODAR,DAROU MINAM,DIAGA KEUR SERIGNE NIANG,01,529,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,DAROU MINAM,ECOLE ELEMENTAIRE DE DEPE,01,194,SALLE 1
KAFFRINE,MALEM HODAR,DAROU MINAM,KHAYRA 2,01,344,ECOLE SALLE 1
KAFFRINE,MALEM HODAR,DAROU MINAM,KHAYRA 2,02,345,ECOLE SALLE 2
KAFFRINE,MALEM HODAR,DAROU MINAM,KHELCOM DIAGA,01,452,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,KHELCOM DIAGA,02,453,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,MBABANE MOURIDE,01,583,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,MBABANE MOURIDE,02,188,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,MEDINA FALL DIAGA,01,465,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,MEDINA MBAYENE,01,232,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,TOUBA MINAM,01,318,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,TOUBA NDIENE,01,281,ABRI PROVISOIRE
KAFFRINE,MALEM HODAR,DAROU MINAM,VADIOUR HABATH,01,201,ABRI PROVISOIRE
