Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,01,556,CLASSE CE1B ECOLE B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,02,556,CLASSE CI ECOLE B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,03,555,CLASSE CM1 ECOLE B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,04,556,CLASSE CIA ECOLE A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,05,555,CLASSE CPA ECOLE A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,06,556,CLASSE CE2B ECOLE A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE G UNITE 6,07,348,ABRI PROVISOIRE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE HAMO 2,01,568,CLASSE CM1
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE HAMO 2,02,566,CLASSE CI
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE MATERNELLE CITE FAYAL,01,291,SALLE GRANDE SECTION
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,01,589,CLASSE CM2A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,02,585,CLASSE CE2B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,03,581,CLASSE CM1B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,04,583,CLASSE CM1A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,05,583,CLASSE CM2B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,06,578,CLASSE CIA
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,07,581,CLASSE CIB
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,08,581,CLASSE CPA
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,09,584,CLASSE CP B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,10,579,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,11,584,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,12,583,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE NDIARKA DIAGNE,13,583,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,01,565,CLASSE CM2A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,02,550,CLASSE CM1 A
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,03,550,CLASSE CM1 B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,04,561,CLASSE CE2 B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,05,556,CLASSE CIB
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,06,550,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SERIGNE NIANG,07,390,ABRI PROVISOIRE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SEYDOU NOUROU TALL,01,582,CLASSE CM1 C
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SEYDOU NOUROU TALL,02,582,CLASSE CM2B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SEYDOU NOUROU TALL,03,582,CLASSE CM2 C
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SEYDOU NOUROU TALL,04,582,CLASSE CM1B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SEYDOU NOUROU TALL,05,572,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE SEYDOU NOUROU TALL,06,313,ABRI PROVISOIRE
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE UNESCO HAMO 3,01,528,CLASSE CM2 B
DAKAR,GUEDIAWAYE,GOLF SUD,ECOLE UNESCO HAMO 3,02,522,CLASSE CE2 B
