Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,21,590,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,22,590,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,23,592,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,24,590,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,25,592,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,26,593,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,27,588,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,28,587,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,29,590,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,30,594,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,31,593,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,32,590,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,33,585,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,34,588,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,35,590,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,36,583,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,37,594,ABRI UNIVERSITE (EXT LARGEUR MUR)
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,38,594,ABRI UNIVERSITE (EXT LARGEUR MUR)
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA DAROU KHOUDOSS 2,39,594,ABRI UNIVERSITE (EXT LARGEUR MUR)
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,01,595,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,02,596,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,03,592,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,04,596,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,05,596,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,06,598,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,07,595,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,08,596,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,09,595,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,10,596,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,11,597,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,12,593,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,13,595,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,14,595,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,15,594,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,16,595,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,17,598,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,18,593,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,19,596,ABRI PROVISOIRE
DIOURBEL,MBACKE,TOUBA MOSQUEE,UNIVERSITE TOUBA MADYANA,20,596,ABRI PROVISOIRE
