Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
TAMBACOUNDA,GOUDIRY,KOUSSAN,DAKABA,01,200,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOUSSAN,DOULOYABE,01,333,CLASSE CM1
TAMBACOUNDA,GOUDIRY,KOUSSAN,FERGO,01,85,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOUSSAN,GOUDIRY FOULBES,01,337,CLASSE CP
TAMBACOUNDA,GOUDIRY,KOUSSAN,GOUREL BAYDI,01,395,CLASSE CP
TAMBACOUNDA,GOUDIRY,KOUSSAN,GOUREL SEYDI MALI,01,104,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOUSSAN,KOUSSAN,01,531,CLASSE CM2
TAMBACOUNDA,GOUDIRY,KOUSSAN,LINGHEKONE,01,163,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOUSSAN,SINTHIOU ALASSANE,01,136,ABRI PROVISOIRE
TAMBACOUNDA,GOUDIRY,KOUSSAN,SINTHIOU LELEKONE,01,371,CLASSE CM1
TAMBACOUNDA,GOUDIRY,KOUSSAN,SINTHIOU MOUSSA,01,557,ECOLE SALLE DE CLASSE
TAMBACOUNDA,GOUDIRY,KOUSSAN,TOUNKE,01,309,ECOLE SALLE DE CLASSE
