Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
MATAM,MATAM,OUROSSOGUI,C.E.M. OURROSSOGUI,01,529,CEM OUROSSOGUI CLASSE 5EME
MATAM,MATAM,OUROSSOGUI,C.E.M. OURROSSOGUI,02,528,CEM OUROSSOGUI CLASSE 6EME
MATAM,MATAM,OUROSSOGUI,C.E.M. OURROSSOGUI,03,527,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,C.E.M. OURROSSOGUI,04,529,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,ECOLE 1 (AINOUMADY 1),01,524,CLASSE CM2A
MATAM,MATAM,OUROSSOGUI,ECOLE 1 (AINOUMADY 1),02,522,CLASSE CM2B
MATAM,MATAM,OUROSSOGUI,ECOLE 1 (AINOUMADY 2),01,409,ECOLE OUROSSOGUI 1 CI
MATAM,MATAM,OUROSSOGUI,ECOLE 1 (AINOUMADY 2),02,407,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,ECOLE 2,01,554,CLASSE CM1A
MATAM,MATAM,OUROSSOGUI,ECOLE 2,02,551,CALSSE CIB
MATAM,MATAM,OUROSSOGUI,ECOLE 2,03,549,CALSSE CPB
MATAM,MATAM,OUROSSOGUI,ECOLE 2,04,559,CLASSE CI A
MATAM,MATAM,OUROSSOGUI,ECOLE 2,05,564,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,ECOLE 2,06,360,SALLE DE CLASSE CP A
MATAM,MATAM,OUROSSOGUI,ECOLE 3,01,549,ECOLE OUROSSOGUI3 CLASSE CIA
MATAM,MATAM,OUROSSOGUI,ECOLE 3,02,542,ECOLE OUROSSOGUI 3 CIB
MATAM,MATAM,OUROSSOGUI,ECOLE 3,03,546,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,ECOLE 3,04,550,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,ECOLE 3,05,224,SALLE DE CLASSE CE2 A
MATAM,MATAM,OUROSSOGUI,ECOLE OUROSSOGUE 4,01,527,ECOLE OUROSSOGUI 2 CIA
MATAM,MATAM,OUROSSOGUI,ECOLE OUROSSOGUE 4,02,527,ECOLE OUROSSOGUI 2 CIB
MATAM,MATAM,OUROSSOGUI,ECOLE OUROSSOGUE 4,03,529,SALLE DE CLASSE
MATAM,MATAM,OUROSSOGUI,ECOLE OUROSSOGUE 4,04,528,SALLE DE CLASSE CM2 A
