Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
THIES,THIES,NOTTO,BABACK SERERE,01,509,CEM SALLE 1
THIES,THIES,NOTTO,BABACK SERERE,02,522,CEM SALLE 4
THIES,THIES,NOTTO,BABACK SERERE,03,445,CEM SALLE 7
THIES,THIES,NOTTO,CLASSE D ALPHABETISATION DE NDIRENE,01,409,CLASSE CP
THIES,THIES,NOTTO,CLASSE D ALPHABETISATION DE SESSENE,01,578,CLASSE D'ALPHABETISATION
THIES,THIES,NOTTO,DIASS PALAM,01,452,CLASSE CM1
THIES,THIES,NOTTO,DIOUNGANE,01,572,CLASSE CM1
THIES,THIES,NOTTO,DIOUNGANE,02,180,CLASSE CM2
THIES,THIES,NOTTO,HANENE,01,599,CLASSE CM1
THIES,THIES,NOTTO,HANENE,02,600,SALLE DE CLASSE
THIES,THIES,NOTTO,KEUR DIEUMBE NDIAYE,01,356,CLASSE CM2
THIES,THIES,NOTTO,KEUR DIEUMBE NDIAYE,02,357,CLASSE CI 1
THIES,THIES,NOTTO,KEUR IBRA FALL,01,564,CLASSE CE2
THIES,THIES,NOTTO,KEUR IBRA FALL,02,41,CLASSE CM1
THIES,THIES,NOTTO,KEUR MADORO NIANG,01,579,CLASSE CM1
THIES,THIES,NOTTO,KEUR MADORO NIANG,02,580,SALLE DE CLASSE
THIES,THIES,NOTTO,KEUR MAGUEYE NDAO,01,501,CLASSE CI
THIES,THIES,NOTTO,KEUR MATOURE GNING,01,402,ECOLE ELEMENTAIRE
THIES,THIES,NOTTO,KEUR SADARO FAM,01,560,CLASSE CI
THIES,THIES,NOTTO,KEUR SADARO FAM,02,495,SALLE DE CLASSE
THIES,THIES,NOTTO,KISSANE,01,515,CLASSE CM2
THIES,THIES,NOTTO,KISSANE,02,515,CLASSE CI
THIES,THIES,NOTTO,MANDAGRY TOUCOULEUR,01,155,ABRI PROVISOIRE
THIES,THIES,NOTTO,MANDANGRY OUOLOFF,01,196,CASE DE SANTE
THIES,THIES,NOTTO,MBAMBARA CHERIF,01,432,CLASSE CM2
THIES,THIES,NOTTO,MBODJENE,01,489,CLASSE CE1
THIES,THIES,NOTTO,MBOMBOYE,01,499,CLASSE CE2
THIES,THIES,NOTTO,MBOMBOYE,02,496,SALLE DE CLASSE
