Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
FATICK,FOUNDIOUGNE,DIOSSONG,BAMBOUGAR MALICK,01,560,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,DIOSSONG,01,478,ECOLE 1 CLASSE 1
FATICK,FOUNDIOUGNE,DIOSSONG,DIOSSONG,02,479,ECOLE 1 CLASSE 4
FATICK,FOUNDIOUGNE,DIOSSONG,DIOSSONG,03,478,ECOLE 1 SALLE 3
FATICK,FOUNDIOUGNE,DIOSSONG,ECOLE ELEMENTAIRE KEUR ABDOU YACINE,01,213,SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,ECOLE ELEMENTAIRE THIAMENE BIRANE,01,262,SALLE 2
FATICK,FOUNDIOUGNE,DIOSSONG,KEBE ANSOU,01,310,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,KEBE COUDE,01,493,FOYER DE LA FEMME
FATICK,FOUNDIOUGNE,DIOSSONG,KEUR ELIMANE,01,304,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,KEUR LAHINE FATIM,01,391,ABRI PROVISOIRE
FATICK,FOUNDIOUGNE,DIOSSONG,KEUR LAHINE FATIM,02,72,ABRI PROVISOIRE 2
FATICK,FOUNDIOUGNE,DIOSSONG,LERANE COLI,01,421,ECOLE 1 CLASSE 1
FATICK,FOUNDIOUGNE,DIOSSONG,LERANE SAMBOU,01,488,ABRI PROVISOIRE
FATICK,FOUNDIOUGNE,DIOSSONG,MBOULOUM,01,477,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,MBOWENE SOULEYE,01,540,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,NDIAFFE NDIAFFE,01,589,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,NDIAYE NDIAYE OUOLOF,01,441,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,NDIAYE NDIAYE OUOLOF,02,439,ECOLE 1 SALLE 2
FATICK,FOUNDIOUGNE,DIOSSONG,NDIONGONE BOURE,01,333,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,NDORONG OUOLOF,01,267,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,NDORONG SERERE,01,369,ECOLE 1 SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,NDRAME MACOUMBA,01,493,ECOLE RADI SALLE 1
FATICK,FOUNDIOUGNE,DIOSSONG,TALLENE,01,328,ABRI PROVISOIRE
