Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE ALAHINA BOCAR,01,398,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE DIBOLY,01,578,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,01,458,CLASSE CI A
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE GUINAW RAIL,02,316,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE SINTHIOU DIOYE,01,517,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,01,590,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,02,594,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,03,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,04,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,05,593,CLASSE
TAMBACOUNDA,BAKEL,KIDIRA,ECOLE THIERNO MALICK DIALLO,06,595,CLASSE
