Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SAINT LOUIS,PODOR,MBOLO BIRANE,BOKE YALALBE,01,410,SALLE DE CLASSE CP
SAINT LOUIS,PODOR,MBOLO BIRANE,BOUGUEL BELLI EDI,01,486,SALLE DE CLASSE CI
SAINT LOUIS,PODOR,MBOLO BIRANE,BOUGUEL BELLI EDI,02,487,SALLE DE CLASSE CP
SAINT LOUIS,PODOR,MBOLO BIRANE,DIABA DEKLE,01,570,SALLE DE CLASSE CI
SAINT LOUIS,PODOR,MBOLO BIRANE,DIABA DEKLE,02,161,CLASSE CP
SAINT LOUIS,PODOR,MBOLO BIRANE,DIABA LIDOUBE,01,588,SALLE DE CLASSE CM1
SAINT LOUIS,PODOR,MBOLO BIRANE,DIABA LIDOUBE,02,591,SALLE DE CLASSE CE1 B
SAINT LOUIS,PODOR,MBOLO BIRANE,DIABA LIDOUBE,03,589,SALLE DE CLASSE CM2
SAINT LOUIS,PODOR,MBOLO BIRANE,ECOLE GANGUEL,01,286,SALLE DE CLASSE CP
SAINT LOUIS,PODOR,MBOLO BIRANE,ECOLE THILAMOL DIABANABE,01,552,SALLE DE CLASSE CE2
SAINT LOUIS,PODOR,MBOLO BIRANE,GALOYA PEULH,01,458,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,GALOYA PEULH,02,458,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,GALOYA PEULH,03,461,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,GUIRVASS,01,26,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,KOUNADY,01,80,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,LOUGUE PEULH,01,271,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,LOUGUE PEULH,02,272,ABRI PROVISOIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,LOUGUE SEBE,01,445,SALLE DE CLASSE CI
SAINT LOUIS,PODOR,MBOLO BIRANE,LOUGUE TOROBE,01,363,SALLE DE CLASSE CM1
SAINT LOUIS,PODOR,MBOLO BIRANE,LOUGUE TOROBE,02,364,SALLE DE CLASSE CM2
SAINT LOUIS,PODOR,MBOLO BIRANE,LOUR SEBE,01,336,SALLE DE CLASSE CI
SAINT LOUIS,PODOR,MBOLO BIRANE,MBOLO ALI SIDI,01,564,SALLE DE CLASSE CI
SAINT LOUIS,PODOR,MBOLO BIRANE,MBOLO ALI SIDI,02,167,SALLE DE CLASSE
SAINT LOUIS,PODOR,MBOLO BIRANE,MBOLO BIRANE,01,552,SALLE DE CLASSE CM2
SAINT LOUIS,PODOR,MBOLO BIRANE,MBOLO BIRANE,02,552,SALLE DE CLASSE CP
SAINT LOUIS,PODOR,MBOLO BIRANE,MBOLO BIRANE,03,550,ECOLE ELEMENTAIRE
SAINT LOUIS,PODOR,MBOLO BIRANE,MBOLO BIRANE,04,553,CLASSE CI
SAINT LOUIS,PODOR,MBOLO BIRANE,SAMBOWTE,01,249,CLASSE CM1
SAINT LOUIS,PODOR,MBOLO BIRANE,SINTHIOU AMADOU MARIAM,01,492,SALLE DE CLASSE CI 22/32
