Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 1,01,577,CLASSE CM 1 B
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 1,02,576,SALLE 2
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 1,03,578,SALLE DE CLASSE
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 1,04,578,CM2 B
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 2,01,330,CLASSE C E 1
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 2,02,328,CE1A
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,01,563,SALLE 1
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,02,570,SALLE 2
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,03,559,CM 1 A
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,04,570,SALLE 4
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,05,570,SALLE 5
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,06,557,ECOLE 3 SALLE DE CLASSE
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,07,570,ECOLE 3 SALLE DE CLASSE
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,08,564,ECOLE 3 SALLE DE CLASSE
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,09,566,CLASSE CM1 B
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 3,10,495,SALLE DE CLASSE
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 4,01,592,SALLE 1
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 4,02,591,SALLE 2
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 4,03,591,SALLE 3
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 4,04,590,CE2 A
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 5,01,583,CLASSE CM1 A
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 5,02,584,CLASSE CP B
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 5,03,582,CLASSE CI B
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 5,04,582,CLASSE CM1 B
KAFFRINE,KOUNGHEUL,KOUNGHEUL,ECOLE 5,05,582,CLASSE CE1 A
