Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
DAKAR,PIKINE,DJIDA THIAROYE KAO,CEM DJIDA THIAROYE KAO,01,589,SALLE 1
DAKAR,PIKINE,DJIDA THIAROYE KAO,CEM DJIDA THIAROYE KAO,02,591,SALLE 2
DAKAR,PIKINE,DJIDA THIAROYE KAO,CEM DJIDA THIAROYE KAO,03,588,SALLE 3
DAKAR,PIKINE,DJIDA THIAROYE KAO,CEM DJIDA THIAROYE KAO,04,586,SALLE 4
DAKAR,PIKINE,DJIDA THIAROYE KAO,CEM DJIDA THIAROYE KAO,05,586,SALLE 5
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,01,567,CLASSE CP A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,02,570,CLASSE CP B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,03,572,CLASSE CE2 A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,04,572,CLASSE DE CI B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,05,566,CLASSE DE CI A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,06,561,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 12,07,452,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,01,596,CLASSE DE CM2 B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,02,596,CLASSE DE CM2 A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,03,596,CLASSE DE CM1 A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,04,596,CLASSE DE CM1 B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,05,596,CLASSE DE CE2 B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,06,596,CLASSE DE CE2 A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,07,597,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,08,593,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,09,595,CLASSE DE CI A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,10,598,CLASSE DE CI B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,11,594,CLASSE DE CP A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,12,597,CLASSE DE CP B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,13,597,CLASSE DE CP C
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,14,596,CLASSE DE CE1A
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,15,597,CLASSE DE CE1 B
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,16,594,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,17,598,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,18,595,SALLE DE CLASSE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,19,597,ECOLE PERE PIARISTE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,20,598,ECOLE PERE PIARISTE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,21,599,ECOLE PERE PIARISTE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE 27,22,596,ECOLE PERE PIARISTE
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,01,567,SALLE N 12
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,02,569,SALLE N 08
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,03,570,SALLE N 07
DAKAR,PIKINE,DJIDA THIAROYE KAO,ECOLE KHALIFA ABABACAR SY,04,575,SALLE N 16
