Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SEDHIOU,SEDHIOU,DJIREDJI,BADJICOUNDA BAINOUNK,01,167,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,BALMADOU,01,247,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,BOUMOUDA,01,244,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,BOUMOUDA SOUCOTO,01,483,ECOLE ELEMENTAIRE SALLE 2
SEDHIOU,SEDHIOU,DJIREDJI,DAKABANTANG,01,512,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,DAKABANTANG,02,511,ECOLE ELEMENTAIRE SALLE 2
SEDHIOU,SEDHIOU,DJIREDJI,DIAGNONDING,01,222,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,DJIREDJI,01,535,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,DJIREDJI,02,533,ECOLE ELEMENTAIRE SALLE 2
SEDHIOU,SEDHIOU,DJIREDJI,DJIREDJI,03,317,ECOLE ELEMENTAIRE SALLE 3
SEDHIOU,SEDHIOU,DJIREDJI,KARANTABA LINKETO,01,431,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,MADINA EL HADJI SOUANE,01,388,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,MADINA LINKETO,01,346,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,SAMET,01,208,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,SINDINA,01,378,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,SINDINA,02,378,ECOLE ELEMENTAIRE SALLE 2
SEDHIOU,SEDHIOU,DJIREDJI,SINGHERE,01,297,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,SINGHERE,02,297,ECOLE ELEMENTAIRE SALLE 2
SEDHIOU,SEDHIOU,DJIREDJI,TINGTINGKOME DIOLA,01,382,ECOLE ELEMENTAIRE SALLE 1
SEDHIOU,SEDHIOU,DJIREDJI,TINGTINGKOME DIOLA,02,383,ECOLE ELEMENTAIRE SALLE 2
SEDHIOU,SEDHIOU,DJIREDJI,TOUBA,01,462,ECOLE LELEMENTAIRE SALLE 1
