Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIANGUE,05,570,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIANGUE,06,134,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIAO,01,552,CLASSE CM2A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIAO,02,552,CLASSE CM1A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIAO,03,563,CLASSE CE2B
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIAO,04,543,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDIAO,05,363,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDOMBO ALARBA,01,361,CLASSE CM2A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE NDOMBO ALARBA,02,363,CLASSE CM1A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,01,571,CLASSE CM2A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,02,571,CLASSE CM1A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,03,570,CLASSE CM1B
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,04,571,CLASSE CM2B
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,05,571,CLASSE CE3A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,06,568,CLASSE CE1A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,07,570,CLASSE CE2B
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,08,571,CLASSE CP
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 1,09,570,CLASSE CIA
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,01,562,CLASSE CE2B
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,02,560,CLASSE CM2A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,03,562,CLASSE CM1A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,04,562,CLASSE CE2A
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,05,540,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,06,542,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,07,526,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 3,08,389,SALLE DE CLASSE
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 4,01,526,CLASSE CM2
SAINT LOUIS,DAGANA,RICHARD TOLL,ECOLE RICHARD TOLL 4,02,526,CLASSE CM1
