Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SANDOUGOU MANA,01,194,CLASSE CE1
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SANKABARI BAKARI,01,264,CLASSE CI
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SAO SOUCOUTA,01,240,CLASSE CI
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SAO SOUCOUTA,02,239,CLASSE CM1
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SARE DIAME,01,173,CLASSE CP
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SARE ELI,01,190,CLASSE CP
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SARE ELI DIEDI,01,97,ABRI PROVISORE
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SARE MALLA,01,108,ABRI PROVISOIRE
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SINTHIOU BOURE BANNA NDAO,01,117,CLASSE CI
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SINTHIOU KALDING,01,298,ABRI PROVISOIRE
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SINTHIOU SAMBA SIRA,01,164,CLASSE CP
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SINTHIOU SOUBACOUNDA,01,192,ABRI PROVISOIRE
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SINTHIOU SOUNA DIALLO 1,01,200,ABRI PROVISOIRE
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,SITAKOUROU MANDINGUE,01,451,CLASSE CP
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,TABADIANG SOUNA,01,111,CLASSE CI
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,TABANDING OUOLOF,01,139,ABRI PROVISOIRE
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,THIARA OUMAR DIAO,01,69,CLASSE CP
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,WALIA SAMBA DEME,01,170,CLASSE CI
TAMBACOUNDA,TAMBACOUNDA,MAKACOLIBANTANG,YORODONDE,01,280,CLASSE CP
