Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SAINT LOUIS,DAGANA,GAE,GAE,01,571,CLASSE CI A
SAINT LOUIS,DAGANA,GAE,GAE,02,570,CLASSE CE1 B
SAINT LOUIS,DAGANA,GAE,GAE,03,570,CLASSE CE2 B
SAINT LOUIS,DAGANA,GAE,GAE,04,572,CLASSE CM1 A
SAINT LOUIS,DAGANA,GAE,GAE,05,567,CLASSE CM1 B
SAINT LOUIS,DAGANA,GAE,GAE,06,571,CLASSE CM2 A
SAINT LOUIS,DAGANA,GAE,GAE,07,569,CLASSE CM2 B
SAINT LOUIS,DAGANA,GAE,GAE,08,572,CLASSE CE 2 A
SAINT LOUIS,DAGANA,GAE,GAE,09,571,CLASSE CE1 A
SAINT LOUIS,DAGANA,GAE,GAE,10,572,CLASSE CP
SAINT LOUIS,DAGANA,GAE,GOUMEL,01,209,CLASSE CE 1
SAINT LOUIS,DAGANA,GAE,NDIAREME,01,566,CLASSE CI
SAINT LOUIS,DAGANA,GAE,NDIAREME,02,568,CLASSE CP
SAINT LOUIS,DAGANA,GAE,NDIAREME,03,259,CLASSE CM1
