Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
THIES,MBOUR,THIADIAYE,THIADIAYE,01,586,CLASSE CIA
THIES,MBOUR,THIADIAYE,THIADIAYE,02,585,CLASSE CIB
THIES,MBOUR,THIADIAYE,THIADIAYE,03,586,CLASSE CPA
THIES,MBOUR,THIADIAYE,THIADIAYE,04,586,CLASSE CM1A
THIES,MBOUR,THIADIAYE,THIADIAYE,05,582,CLASSE CM1B
THIES,MBOUR,THIADIAYE,THIADIAYE,06,584,CLASSE CM2A
THIES,MBOUR,THIADIAYE,THIADIAYE,07,585,CLASSE CE1A
THIES,MBOUR,THIADIAYE,THIADIAYE,08,586,CLASSE CE1C
THIES,MBOUR,THIADIAYE,THIADIAYE,09,584,CLASSE CPB
THIES,MBOUR,THIADIAYE,THIADIAYE,10,587,C.E.M THIADIAYE 1 CLASSE 6EME A
THIES,MBOUR,THIADIAYE,THIADIAYE,11,586,C.E.M THIADIAYE 1 CLASSE 6EME B
THIES,MBOUR,THIADIAYE,THIADIAYE,12,586,C.E.M THIADIAYE 1 CLASSE 5EME A
THIES,MBOUR,THIADIAYE,THIADIAYE,13,585,C.E.M THIADIAYE 1 CLASSE 5EME B
THIES,MBOUR,THIADIAYE,THIADIAYE,14,584,C.E.M THIADIAYE 1 CLASSE 4EME A
THIES,MBOUR,THIADIAYE,THIADIAYE,15,586,C.E.M THIADIAYE 1 CLASSE 4EME B
THIES,MBOUR,THIADIAYE,THIADIAYE,16,587,C.E.M THIADIAYE 1 CLASSE 3EME A
THIES,MBOUR,THIADIAYE,THIADIAYE,17,583,C.E.M THIADIAYE 1 CLASSE 3EME B
