Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,DEGOU NIAYE,01,565,ABRI PROVISOIRE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,DEGOU NIAYE,02,79,CLASSE CP A
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,DIELE MBAME,01,485,CLASSE CE2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,DOUNE BABA DIEYE,01,95,ECOLE DIELE MBAME CM 2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,ECOLE NDIOL GANDIOL,01,194,CLASSE CE1
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,GANTOUR,01,467,CLASSE CP
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,GANTOUR,02,289,CLASSE CE2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,KEUR BARKA,01,533,CLASSE CI
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,KEUR BARKA,02,164,CLASSE CM1 A
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,LA BARRE,01,530,ECOLE CLASSE CE 2 B
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,LA BARRE,02,276,ECOLE SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,LAHRAR 2,01,542,CLASSE CE1
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,LAHRAR 2,02,72,CLASSE CI
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,MBOUMBAYE,01,472,CLASSE CE2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,MBOUMBAYE,02,472,CLASSE CI
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,MOUIT,01,525,CLASSE CM1
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,MOUIT,02,526,CLASSE CM2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,NDIEBENE GANDIOL,01,536,ECOLE NDIEBENE. G. SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,NDIEBENE GANDIOL,02,538,ECOLE NDIEBENE. G. SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,NDIEBENE GANDIOL,03,535,ECOLE NDIEBENE. G. SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,NDIEBENE GANDIOL,04,536,ECOLE NDIEBENE. G. SALLE DE CLASSE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,NDIEBENE GANDIOL,05,537,ECOLE NDIEBENE.G. CLASSE CM2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,PELOUR 1,01,438,ABRI PROVISOIRE
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,RICOTT,01,501,CLASSE CI
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,RICOTT,02,500,CLASSE CE1
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,TASSINERE,01,417,CLASSE CM1
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,TASSINERE,02,419,CLASSE CM2
SAINT LOUIS,SAINT LOUIS,NDIEBENE GANDIOLE,TASSINERE,03,418,CLASSE CE2
