Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
SAINT LOUIS,PODOR,DODEL,MARDA,01,563,CLASSE CP
SAINT LOUIS,PODOR,DODEL,MARDA,02,562,CLASSE CE1
SAINT LOUIS,PODOR,DODEL,NDORMBOSS,01,511,CLASSE CE2
SAINT LOUIS,PODOR,DODEL,OURO POUREL,01,87,ECOLE NDOGO CI A
SAINT LOUIS,PODOR,DODEL,PATHE GALLO,01,585,CLASSE CE2
SAINT LOUIS,PODOR,DODEL,PATHE GALLO,02,170,CLASSE CP
SAINT LOUIS,PODOR,DODEL,SASSEL TALBE,01,460,CLASSE CE2
SAINT LOUIS,PODOR,DODEL,THIALAGA,01,546,CLASSE CE1
SAINT LOUIS,PODOR,DODEL,THIALAGA,02,530,CLASSE CE2
SAINT LOUIS,PODOR,DODEL,THIALAGA,03,142,CLASSE CP
SAINT LOUIS,PODOR,DODEL,THIENEL SAKOBE,01,436,CLASSE CE2
SAINT LOUIS,PODOR,DODEL,TOULDE GALLE,01,516,CLASSE CP
SAINT LOUIS,PODOR,DODEL,TOULDE GALLE,02,517,CLASSE CE1
SAINT LOUIS,PODOR,DODEL,TOULDE GALLE,03,516,CLASSE CE2
SAINT LOUIS,PODOR,DODEL,TOULDE GALLE,04,515,CM1 A
