Region,Departement,Commune,Lieu de vote,Bureau,Electeurs,Implantation
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 1,01,588,CLASSE CE1A
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 1,02,586,CLASSE CM2A
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 2,01,558,CLASSE CM1
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 2,02,558,CLASSE CM2
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 2,03,114,CLASSE CI
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 3,01,567,CLASSE CM2A
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 3,02,181,CLASSE CI
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 4,01,503,CLASSE C M 2 A
LOUGA,KEBEMER,GUEOUL,ECOLE GUEOUL 4,02,508,CLASSE CM1
LOUGA,KEBEMER,GUEOUL,FOYER DES JEUNES,01,508,SALLE 1 FOYER DES JEUNES
LOUGA,KEBEMER,GUEOUL,FOYER DES JEUNES,02,509,SALLE 2 FOYER DES JEUNES
